dataset,outer_fold,role,family,severity,requested,placed,effective,distinct_onsets,null,rejected,support
rico,0,inner0_selection,dropout,0.5,0,0,0,0,0,0,False
rico,0,inner0_selection,dropout,1.0,0,0,0,0,0,0,False
rico,0,inner0_selection,dropout,2.0,0,0,0,0,0,0,False
rico,0,inner0_selection,bias,0.5,0,0,0,0,0,0,False
rico,0,inner0_selection,bias,1.0,0,0,0,0,0,0,False
rico,0,inner0_selection,bias,2.0,0,0,0,0,0,0,False
rico,0,inner0_selection,level_shift,0.5,0,0,0,0,0,0,False
rico,0,inner0_selection,level_shift,1.0,0,0,0,0,0,0,False
rico,0,inner0_selection,level_shift,2.0,0,0,0,0,0,0,False
rico,0,inner0_selection,drift,0.5,0,0,0,0,0,0,False
rico,0,inner0_selection,drift,1.0,0,0,0,0,0,0,False
rico,0,inner0_selection,drift,2.0,0,0,0,0,0,0,False
rico,0,inner1_selection,random_missing,0.5,1,1,1,1,0,0,False
rico,0,inner1_selection,random_missing,1.0,2,2,2,2,0,0,False
rico,0,inner1_selection,random_missing,2.0,3,3,3,3,0,0,False
rico,0,inner1_selection,block_missing,0.5,3,3,3,3,0,0,False
rico,0,inner1_selection,block_missing,1.0,3,3,3,3,0,0,False
rico,0,inner1_selection,block_missing,2.0,2,2,2,2,0,0,False
rico,0,inner1_selection,stuck,0.5,1,1,1,1,0,0,False
rico,0,inner1_selection,stuck,1.0,0,0,0,0,0,0,False
rico,0,inner1_selection,stuck,2.0,0,0,0,0,0,0,False
rico,0,inner1_selection,dropout,0.5,0,0,0,0,0,0,False
rico,0,inner1_selection,dropout,1.0,0,0,0,0,0,0,False
rico,0,inner1_selection,dropout,2.0,0,0,0,0,0,0,False
rico,0,inner1_selection,bias,0.5,0,0,0,0,0,0,False
rico,0,inner1_selection,bias,1.0,0,0,0,0,0,0,False
rico,0,inner1_selection,bias,2.0,0,0,0,0,0,0,False
rico,0,inner1_selection,level_shift,0.5,0,0,0,0,0,0,False
rico,0,inner1_selection,level_shift,1.0,0,0,0,0,0,0,False
rico,0,inner1_selection,level_shift,2.0,0,0,0,0,0,0,False
rico,0,inner1_selection,drift,0.5,0,0,0,0,0,0,False
rico,0,inner1_selection,drift,1.0,0,0,0,0,0,0,False
rico,0,inner1_selection,drift,2.0,0,0,0,0,0,0,False
rico,0,outer_test,random_missing,0.5,0,0,0,0,0,0,False
rico,0,outer_test,random_missing,1.0,0,0,0,0,0,0,False
rico,0,outer_test,random_missing,2.0,0,0,0,0,0,0,False
rico,0,outer_test,block_missing,0.5,0,0,0,0,0,0,False
rico,0,outer_test,block_missing,1.0,0,0,0,0,0,0,False
rico,0,outer_test,block_missing,2.0,0,0,0,0,0,0,False
rico,0,outer_test,stuck,0.5,0,0,0,0,0,0,False
rico,0,outer_test,stuck,1.0,0,0,0,0,0,0,False
rico,0,outer_test,stuck,2.0,0,0,0,0,0,0,False
rico,0,outer_test,dropout,0.5,0,0,0,0,0,0,False
rico,0,outer_test,dropout,1.0,0,0,0,0,0,0,False
rico,0,outer_test,dropout,2.0,0,0,0,0,0,0,False
rico,0,outer_test,bias,0.5,0,0,0,0,0,0,False
rico,0,outer_test,bias,1.0,0,0,0,0,0,0,False
rico,0,outer_test,bias,2.0,0,0,0,0,0,0,False
rico,0,outer_test,level_shift,0.5,0,0,0,0,0,0,False
rico,0,outer_test,level_shift,1.0,0,0,0,0,0,0,False
rico,0,outer_test,level_shift,2.0,0,0,0,0,0,0,False
rico,0,outer_test,drift,0.5,0,0,0,0,0,0,False
rico,0,outer_test,drift,1.0,0,0,0,0,0,0,False
rico,0,outer_test,drift,2.0,0,0,0,0,0,0,False
rico,1,inner0_selection,random_missing,0.5,1,1,1,1,0,0,False
rico,1,inner0_selection,random_missing,1.0,2,2,2,2,0,0,False
rico,1,inner0_selection,random_missing,2.0,3,3,3,3,0,0,False
rico,1,inner0_selection,block_missing,0.5,3,3,3,3,0,0,False
rico,1,inner0_selection,block_missing,1.0,3,3,3,3,0,0,False
rico,1,inner0_selection,block_missing,2.0,2,2,2,2,0,0,False
rico,1,inner0_selection,stuck,0.5,1,1,0,0,1,0,False
rico,1,inner0_selection,stuck,1.0,0,0,0,0,0,0,False
rico,1,inner0_selection,stuck,2.0,0,0,0,0,0,0,False
rico,1,inner0_selection,dropout,0.5,0,0,0,0,0,0,False
rico,1,inner0_selection,dropout,1.0,0,0,0,0,0,0,False
rico,1,inner0_selection,dropout,2.0,0,0,0,0,0,0,False
rico,1,inner0_selection,bias,0.5,0,0,0,0,0,0,False
rico,1,inner0_selection,bias,1.0,0,0,0,0,0,0,False
rico,1,inner0_selection,bias,2.0,0,0,0,0,0,0,False
rico,1,inner0_selection,level_shift,0.5,0,0,0,0,0,0,False
rico,1,inner0_selection,level_shift,1.0,0,0,0,0,0,0,False
rico,1,inner0_selection,level_shift,2.0,0,0,0,0,0,0,False
rico,1,inner0_selection,drift,0.5,0,0,0,0,0,0,False
rico,1,inner0_selection,drift,1.0,0,0,0,0,0,0,False
rico,1,inner0_selection,drift,2.0,0,0,0,0,0,0,False
rico,1,inner1_selection,random_missing,0.5,1,1,1,1,0,0,False
rico,1,inner1_selection,random_missing,1.0,2,2,2,2,0,0,False
rico,1,inner1_selection,random_missing,2.0,3,3,3,3,0,0,False
rico,1,inner1_selection,block_missing,0.5,3,3,3,3,0,0,False
rico,1,inner1_selection,block_missing,1.0,3,3,3,3,0,0,False
rico,1,inner1_selection,block_missing,2.0,2,2,2,2,0,0,False
rico,1,inner1_selection,stuck,0.5,1,1,1,1,0,0,False
rico,1,inner1_selection,stuck,1.0,0,0,0,0,0,0,False
rico,1,inner1_selection,stuck,2.0,0,0,0,0,0,0,False
rico,1,inner1_selection,dropout,0.5,0,0,0,0,0,0,False
rico,1,inner1_selection,dropout,1.0,0,0,0,0,0,0,False
rico,1,inner1_selection,dropout,2.0,0,0,0,0,0,0,False
rico,1,inner1_selection,bias,0.5,0,0,0,0,0,0,False
rico,1,inner1_selection,bias,1.0,0,0,0,0,0,0,False
rico,1,inner1_selection,bias,2.0,0,0,0,0,0,0,False
rico,1,inner1_selection,level_shift,0.5,0,0,0,0,0,0,False
rico,1,inner1_selection,level_shift,1.0,0,0,0,0,0,0,False
rico,1,inner1_selection,level_shift,2.0,0,0,0,0,0,0,False
rico,1,inner1_selection,drift,0.5,0,0,0,0,0,0,False
rico,1,inner1_selection,drift,1.0,0,0,0,0,0,0,False
rico,1,inner1_selection,drift,2.0,0,0,0,0,0,0,False
rico,1,outer_test,random_missing,0.5,0,0,0,0,0,0,False
rico,1,outer_test,random_missing,1.0,0,0,0,0,0,0,False
rico,1,outer_test,random_missing,2.0,0,0,0,0,0,0,False
rico,1,outer_test,block_missing,0.5,0,0,0,0,0,0,False
rico,1,outer_test,block_missing,1.0,0,0,0,0,0,0,False
rico,1,outer_test,block_missing,2.0,0,0,0,0,0,0,False
rico,1,outer_test,stuck,0.5,0,0,0,0,0,0,False
rico,1,outer_test,stuck,1.0,0,0,0,0,0,0,False
rico,1,outer_test,stuck,2.0,0,0,0,0,0,0,False
rico,1,outer_test,dropout,0.5,0,0,0,0,0,0,False
rico,1,outer_test,dropout,1.0,0,0,0,0,0,0,False
rico,1,outer_test,dropout,2.0,0,0,0,0,0,0,False
rico,1,outer_test,bias,0.5,0,0,0,0,0,0,False
rico,1,outer_test,bias,1.0,0,0,0,0,0,0,False
rico,1,outer_test,bias,2.0,0,0,0,0,0,0,False
rico,1,outer_test,level_shift,0.5,0,0,0,0,0,0,False
rico,1,outer_test,level_shift,1.0,0,0,0,0,0,0,False
rico,1,outer_test,level_shift,2.0,0,0,0,0,0,0,False
rico,1,outer_test,drift,0.5,0,0,0,0,0,0,False
rico,1,outer_test,drift,1.0,0,0,0,0,0,0,False
rico,1,outer_test,drift,2.0,0,0,0,0,0,0,False
rico,2,inner0_selection,random_missing,0.5,1,1,1,1,0,0,False
rico,2,inner0_selection,random_missing,1.0,2,2,2,2,0,0,False
rico,2,inner0_selection,random_missing,2.0,3,3,3,3,0,0,False
rico,2,inner0_selection,block_missing,0.5,3,3,3,3,0,0,False
rico,2,inner0_selection,block_missing,1.0,3,3,3,3,0,0,False
rico,2,inner0_selection,block_missing,2.0,2,2,2,2,0,0,False
rico,2,inner0_selection,stuck,0.5,1,1,0,0,1,0,False
rico,2,inner0_selection,stuck,1.0,0,0,0,0,0,0,False
rico,2,inner0_selection,stuck,2.0,0,0,0,0,0,0,False
rico,2,inner0_selection,dropout,0.5,0,0,0,0,0,0,False
rico,2,inner0_selection,dropout,1.0,0,0,0,0,0,0,False
rico,2,inner0_selection,dropout,2.0,0,0,0,0,0,0,False
rico,2,inner0_selection,bias,0.5,0,0,0,0,0,0,False
rico,2,inner0_selection,bias,1.0,0,0,0,0,0,0,False
rico,2,inner0_selection,bias,2.0,0,0,0,0,0,0,False
rico,2,inner0_selection,level_shift,0.5,0,0,0,0,0,0,False
rico,2,inner0_selection,level_shift,1.0,0,0,0,0,0,0,False
rico,2,inner0_selection,level_shift,2.0,0,0,0,0,0,0,False
rico,2,inner0_selection,drift,0.5,0,0,0,0,0,0,False
rico,2,inner0_selection,drift,1.0,0,0,0,0,0,0,False
rico,2,inner0_selection,drift,2.0,0,0,0,0,0,0,False
rico,2,inner1_selection,random_missing,0.5,1,1,1,1,0,0,False
rico,2,inner1_selection,random_missing,1.0,2,2,2,2,0,0,False
rico,2,inner1_selection,random_missing,2.0,3,3,3,3,0,0,False
rico,2,inner1_selection,block_missing,0.5,3,3,3,3,0,0,False
rico,2,inner1_selection,block_missing,1.0,3,3,3,3,0,0,False
rico,2,inner1_selection,block_missing,2.0,2,2,2,2,0,0,False
rico,2,inner1_selection,stuck,0.5,1,1,1,1,0,0,False
rico,2,inner1_selection,stuck,1.0,0,0,0,0,0,0,False
rico,2,inner1_selection,stuck,2.0,0,0,0,0,0,0,False
rico,2,inner1_selection,dropout,0.5,0,0,0,0,0,0,False
rico,2,inner1_selection,dropout,1.0,0,0,0,0,0,0,False
rico,2,inner1_selection,dropout,2.0,0,0,0,0,0,0,False
rico,2,inner1_selection,bias,0.5,0,0,0,0,0,0,False
rico,2,inner1_selection,bias,1.0,0,0,0,0,0,0,False
rico,2,inner1_selection,bias,2.0,0,0,0,0,0,0,False
rico,2,inner1_selection,level_shift,0.5,0,0,0,0,0,0,False
rico,2,inner1_selection,level_shift,1.0,0,0,0,0,0,0,False
rico,2,inner1_selection,level_shift,2.0,0,0,0,0,0,0,False
rico,2,inner1_selection,drift,0.5,0,0,0,0,0,0,False
rico,2,inner1_selection,drift,1.0,0,0,0,0,0,0,False
rico,2,inner1_selection,drift,2.0,0,0,0,0,0,0,False
rico,2,outer_test,random_missing,0.5,0,0,0,0,0,0,False
rico,2,outer_test,random_missing,1.0,0,0,0,0,0,0,False
rico,2,outer_test,random_missing,2.0,0,0,0,0,0,0,False
rico,2,outer_test,block_missing,0.5,0,0,0,0,0,0,False
rico,2,outer_test,block_missing,1.0,0,0,0,0,0,0,False
rico,2,outer_test,block_missing,2.0,0,0,0,0,0,0,False
rico,2,outer_test,stuck,0.5,0,0,0,0,0,0,False
rico,2,outer_test,stuck,1.0,0,0,0,0,0,0,False
rico,2,outer_test,stuck,2.0,0,0,0,0,0,0,False
rico,2,outer_test,dropout,0.5,0,0,0,0,0,0,False
rico,2,outer_test,dropout,1.0,0,0,0,0,0,0,False
rico,2,outer_test,dropout,2.0,0,0,0,0,0,0,False
rico,2,outer_test,bias,0.5,0,0,0,0,0,0,False
rico,2,outer_test,bias,1.0,0,0,0,0,0,0,False
rico,2,outer_test,bias,2.0,0,0,0,0,0,0,False
rico,2,outer_test,level_shift,0.5,0,0,0,0,0,0,False
rico,2,outer_test,level_shift,1.0,0,0,0,0,0,0,False
rico,2,outer_test,level_shift,2.0,0,0,0,0,0,0,False
rico,2,outer_test,drift,0.5,0,0,0,0,0,0,False
rico,2,outer_test,drift,1.0,0,0,0,0,0,0,False
rico,2,outer_test,drift,2.0,0,0,0,0,0,0,False
bdg2,0,inner0_selection,random_missing,0.5,127,127,34,34,93,0,True
bdg2,0,inner0_selection,random_missing,1.0,127,127,74,74,53,0,True
bdg2,0,inner0_selection,random_missing,2.0,128,128,113,112,15,0,True
bdg2,0,inner0_selection,block_missing,0.5,129,129,129,129,0,0,True
bdg2,0,inner0_selection,block_missing,1.0,130,130,130,130,0,0,True
bdg2,0,inner0_selection,block_missing,2.0,130,130,130,130,0,0,True
bdg2,0,inner0_selection,stuck,0.5,130,130,126,126,4,0,True
bdg2,0,inner0_selection,stuck,1.0,130,130,129,129,1,0,True
bdg2,0,inner0_selection,stuck,2.0,130,130,128,127,2,0,True
bdg2,0,inner0_selection,dropout,0.5,130,130,130,130,0,0,True
bdg2,0,inner0_selection,dropout,1.0,130,130,130,130,0,0,True
bdg2,0,inner0_selection,dropout,2.0,130,130,130,130,0,0,True
bdg2,0,inner0_selection,bias,0.5,130,130,130,130,0,0,True
bdg2,0,inner0_selection,bias,1.0,130,130,130,130,0,0,True
bdg2,0,inner0_selection,bias,2.0,130,130,130,129,0,0,True
bdg2,0,inner0_selection,level_shift,0.5,130,130,130,129,0,0,True
bdg2,0,inner0_selection,level_shift,1.0,130,130,130,130,0,0,True
bdg2,0,inner0_selection,level_shift,2.0,130,130,130,130,0,0,True
bdg2,0,inner0_selection,drift,0.5,129,129,129,129,0,0,True
bdg2,0,inner0_selection,drift,1.0,128,128,128,127,0,0,True
bdg2,0,inner0_selection,drift,2.0,127,127,127,126,0,0,True
bdg2,0,inner1_selection,random_missing,0.5,127,127,52,52,75,0,True
bdg2,0,inner1_selection,random_missing,1.0,127,127,77,77,50,0,True
bdg2,0,inner1_selection,random_missing,2.0,128,128,115,115,13,0,True
bdg2,0,inner1_selection,block_missing,0.5,129,129,129,129,0,0,True
bdg2,0,inner1_selection,block_missing,1.0,130,130,130,130,0,0,True
bdg2,0,inner1_selection,block_missing,2.0,130,130,130,130,0,0,True
bdg2,0,inner1_selection,stuck,0.5,130,130,123,122,7,0,True
bdg2,0,inner1_selection,stuck,1.0,130,130,116,116,14,0,True
bdg2,0,inner1_selection,stuck,2.0,130,130,123,123,7,0,True
bdg2,0,inner1_selection,dropout,0.5,130,130,129,127,1,0,True
bdg2,0,inner1_selection,dropout,1.0,130,130,130,129,0,0,True
bdg2,0,inner1_selection,dropout,2.0,130,130,130,129,0,0,True
bdg2,0,inner1_selection,bias,0.5,130,130,130,129,0,0,True
bdg2,0,inner1_selection,bias,1.0,130,130,130,130,0,0,True
bdg2,0,inner1_selection,bias,2.0,130,130,130,130,0,0,True
bdg2,0,inner1_selection,level_shift,0.5,130,130,130,130,0,0,True
bdg2,0,inner1_selection,level_shift,1.0,130,130,130,129,0,0,True
bdg2,0,inner1_selection,level_shift,2.0,130,130,130,130,0,0,True
bdg2,0,inner1_selection,drift,0.5,129,129,129,129,0,0,True
bdg2,0,inner1_selection,drift,1.0,128,128,128,126,0,0,True
bdg2,0,inner1_selection,drift,2.0,127,127,127,127,0,0,True
bdg2,0,outer_test,random_missing,0.5,171,171,50,50,121,0,True
bdg2,0,outer_test,random_missing,1.0,172,172,101,100,71,0,True
bdg2,0,outer_test,random_missing,2.0,173,173,149,149,24,0,True
bdg2,0,outer_test,block_missing,0.5,174,174,174,174,0,0,True
bdg2,0,outer_test,block_missing,1.0,175,175,175,174,0,0,True
bdg2,0,outer_test,block_missing,2.0,174,174,174,173,0,0,True
bdg2,0,outer_test,stuck,0.5,173,173,138,138,35,0,True
bdg2,0,outer_test,stuck,1.0,172,172,145,143,27,0,True
bdg2,0,outer_test,stuck,2.0,171,171,149,149,22,0,True
bdg2,0,outer_test,dropout,0.5,170,170,153,153,17,0,True
bdg2,0,outer_test,dropout,1.0,170,170,155,154,15,0,True
bdg2,0,outer_test,dropout,2.0,170,170,155,155,15,0,True
bdg2,0,outer_test,bias,0.5,170,170,170,169,0,0,True
bdg2,0,outer_test,bias,1.0,170,170,170,169,0,0,True
bdg2,0,outer_test,bias,2.0,170,170,170,170,0,0,True
bdg2,0,outer_test,level_shift,0.5,170,170,170,170,0,0,True
bdg2,0,outer_test,level_shift,1.0,170,170,170,170,0,0,True
bdg2,0,outer_test,level_shift,2.0,170,170,170,170,0,0,True
bdg2,0,outer_test,drift,0.5,170,170,170,170,0,0,True
bdg2,0,outer_test,drift,1.0,170,170,170,169,0,0,True
bdg2,0,outer_test,drift,2.0,170,170,170,170,0,0,True
bdg2,1,inner0_selection,random_missing,0.5,96,96,41,41,55,0,True
bdg2,1,inner0_selection,random_missing,1.0,97,97,58,58,39,0,True
bdg2,1,inner0_selection,random_missing,2.0,98,98,84,84,14,0,True
bdg2,1,inner0_selection,block_missing,0.5,99,99,99,98,0,0,True
bdg2,1,inner0_selection,block_missing,1.0,100,100,100,100,0,0,True
bdg2,1,inner0_selection,block_missing,2.0,100,100,100,100,0,0,True
bdg2,1,inner0_selection,stuck,0.5,100,100,91,91,9,0,True
bdg2,1,inner0_selection,stuck,1.0,100,100,96,96,4,0,True
bdg2,1,inner0_selection,stuck,2.0,99,99,94,93,5,0,True
bdg2,1,inner0_selection,dropout,0.5,98,98,96,96,2,0,True
bdg2,1,inner0_selection,dropout,1.0,97,97,97,97,0,0,True
bdg2,1,inner0_selection,dropout,2.0,96,96,95,95,1,0,True
bdg2,1,inner0_selection,bias,0.5,95,95,95,95,0,0,True
bdg2,1,inner0_selection,bias,1.0,95,95,95,95,0,0,True
bdg2,1,inner0_selection,bias,2.0,95,95,95,95,0,0,True
bdg2,1,inner0_selection,level_shift,0.5,95,95,95,95,0,0,True
bdg2,1,inner0_selection,level_shift,1.0,95,95,95,95,0,0,True
bdg2,1,inner0_selection,level_shift,2.0,95,95,95,95,0,0,True
bdg2,1,inner0_selection,drift,0.5,95,95,95,95,0,0,True
bdg2,1,inner0_selection,drift,1.0,95,95,95,95,0,0,True
bdg2,1,inner0_selection,drift,2.0,95,95,95,95,0,0,True
bdg2,1,inner1_selection,random_missing,0.5,96,96,38,38,58,0,True
bdg2,1,inner1_selection,random_missing,1.0,97,97,57,57,40,0,True
bdg2,1,inner1_selection,random_missing,2.0,98,98,89,89,9,0,True
bdg2,1,inner1_selection,block_missing,0.5,99,99,99,99,0,0,True
bdg2,1,inner1_selection,block_missing,1.0,100,100,100,100,0,0,True
bdg2,1,inner1_selection,block_missing,2.0,100,100,100,100,0,0,True
bdg2,1,inner1_selection,stuck,0.5,100,100,96,96,4,0,True
bdg2,1,inner1_selection,stuck,1.0,100,100,100,99,0,0,True
bdg2,1,inner1_selection,stuck,2.0,99,99,99,99,0,0,True
bdg2,1,inner1_selection,dropout,0.5,98,98,98,97,0,0,True
bdg2,1,inner1_selection,dropout,1.0,97,97,97,96,0,0,True
bdg2,1,inner1_selection,dropout,2.0,96,96,96,96,0,0,True
bdg2,1,inner1_selection,bias,0.5,95,95,95,95,0,0,True
bdg2,1,inner1_selection,bias,1.0,95,95,95,95,0,0,True
bdg2,1,inner1_selection,bias,2.0,95,95,95,95,0,0,True
bdg2,1,inner1_selection,level_shift,0.5,95,95,95,95,0,0,True
bdg2,1,inner1_selection,level_shift,1.0,95,95,95,95,0,0,True
bdg2,1,inner1_selection,level_shift,2.0,95,95,95,95,0,0,True
bdg2,1,inner1_selection,drift,0.5,95,95,95,95,0,0,True
bdg2,1,inner1_selection,drift,1.0,95,95,95,95,0,0,True
bdg2,1,inner1_selection,drift,2.0,95,95,95,95,0,0,True
bdg2,1,outer_test,random_missing,0.5,171,171,58,58,113,0,True
bdg2,1,outer_test,random_missing,1.0,172,172,102,102,70,0,True
bdg2,1,outer_test,random_missing,2.0,173,173,145,145,28,0,True
bdg2,1,outer_test,block_missing,0.5,174,174,174,173,0,0,True
bdg2,1,outer_test,block_missing,1.0,175,175,175,175,0,0,True
bdg2,1,outer_test,block_missing,2.0,175,175,175,175,0,0,True
bdg2,1,outer_test,stuck,0.5,175,175,139,138,36,0,True
bdg2,1,outer_test,stuck,1.0,175,175,142,141,33,0,True
bdg2,1,outer_test,stuck,2.0,174,174,145,145,29,0,True
bdg2,1,outer_test,dropout,0.5,173,173,172,172,1,0,True
bdg2,1,outer_test,dropout,1.0,172,172,172,172,0,0,True
bdg2,1,outer_test,dropout,2.0,171,171,171,171,0,0,True
bdg2,1,outer_test,bias,0.5,170,170,170,169,0,0,True
bdg2,1,outer_test,bias,1.0,170,170,170,170,0,0,True
bdg2,1,outer_test,bias,2.0,170,170,170,169,0,0,True
bdg2,1,outer_test,level_shift,0.5,170,170,170,170,0,0,True
bdg2,1,outer_test,level_shift,1.0,170,170,170,169,0,0,True
bdg2,1,outer_test,level_shift,2.0,170,170,170,170,0,0,True
bdg2,1,outer_test,drift,0.5,170,170,170,170,0,0,True
bdg2,1,outer_test,drift,1.0,170,170,170,170,0,0,True
bdg2,1,outer_test,drift,2.0,170,170,170,170,0,0,True
bdg2,2,inner0_selection,random_missing,0.5,63,63,16,16,47,0,True
bdg2,2,inner0_selection,random_missing,1.0,63,63,36,36,27,0,True
bdg2,2,inner0_selection,random_missing,2.0,63,63,52,52,11,0,True
bdg2,2,inner0_selection,block_missing,0.5,64,64,64,64,0,0,True
bdg2,2,inner0_selection,block_missing,1.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,block_missing,2.0,65,65,65,64,0,0,True
bdg2,2,inner0_selection,stuck,0.5,65,65,64,63,1,0,True
bdg2,2,inner0_selection,stuck,1.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,stuck,2.0,65,65,64,64,1,0,True
bdg2,2,inner0_selection,dropout,0.5,65,65,65,64,0,0,True
bdg2,2,inner0_selection,dropout,1.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,dropout,2.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,bias,0.5,65,65,65,65,0,0,True
bdg2,2,inner0_selection,bias,1.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,bias,2.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,level_shift,0.5,65,65,65,65,0,0,True
bdg2,2,inner0_selection,level_shift,1.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,level_shift,2.0,65,65,65,65,0,0,True
bdg2,2,inner0_selection,drift,0.5,65,65,65,65,0,0,True
bdg2,2,inner0_selection,drift,1.0,64,64,64,63,0,0,True
bdg2,2,inner0_selection,drift,2.0,63,63,63,63,0,0,True
bdg2,2,inner1_selection,random_missing,0.5,63,63,22,21,41,0,True
bdg2,2,inner1_selection,random_missing,1.0,63,63,43,43,20,0,True
bdg2,2,inner1_selection,random_missing,2.0,63,63,51,51,12,0,True
bdg2,2,inner1_selection,block_missing,0.5,64,64,64,63,0,0,True
bdg2,2,inner1_selection,block_missing,1.0,65,65,65,65,0,0,True
bdg2,2,inner1_selection,block_missing,2.0,65,65,65,65,0,0,True
bdg2,2,inner1_selection,stuck,0.5,65,65,60,60,5,0,True
bdg2,2,inner1_selection,stuck,1.0,65,65,64,64,1,0,True
bdg2,2,inner1_selection,stuck,2.0,65,65,61,61,4,0,True
bdg2,2,inner1_selection,dropout,0.5,65,65,65,65,0,0,True
bdg2,2,inner1_selection,dropout,1.0,65,65,65,65,0,0,True
bdg2,2,inner1_selection,dropout,2.0,65,65,64,64,1,0,True
bdg2,2,inner1_selection,bias,0.5,65,65,65,65,0,0,True
bdg2,2,inner1_selection,bias,1.0,65,65,65,65,0,0,True
bdg2,2,inner1_selection,bias,2.0,65,65,65,65,0,0,True
bdg2,2,inner1_selection,level_shift,0.5,65,65,65,65,0,0,True
bdg2,2,inner1_selection,level_shift,1.0,65,65,65,65,0,0,True
bdg2,2,inner1_selection,level_shift,2.0,65,65,65,65,0,0,True
bdg2,2,inner1_selection,drift,0.5,65,65,65,62,0,0,True
bdg2,2,inner1_selection,drift,1.0,64,64,64,64,0,0,True
bdg2,2,inner1_selection,drift,2.0,63,63,63,63,0,0,True
bdg2,2,outer_test,random_missing,0.5,171,171,54,53,117,0,True
bdg2,2,outer_test,random_missing,1.0,172,172,99,98,73,0,True
bdg2,2,outer_test,random_missing,2.0,173,173,158,158,15,0,True
bdg2,2,outer_test,block_missing,0.5,174,174,174,174,0,0,True
bdg2,2,outer_test,block_missing,1.0,175,175,175,175,0,0,True
bdg2,2,outer_test,block_missing,2.0,175,175,175,175,0,0,True
bdg2,2,outer_test,stuck,0.5,175,175,162,161,13,0,True
bdg2,2,outer_test,stuck,1.0,175,175,165,165,10,0,True
bdg2,2,outer_test,stuck,2.0,175,175,172,171,3,0,True
bdg2,2,outer_test,dropout,0.5,175,175,175,174,0,0,True
bdg2,2,outer_test,dropout,1.0,174,174,174,174,0,0,True
bdg2,2,outer_test,dropout,2.0,173,173,173,173,0,0,True
bdg2,2,outer_test,bias,0.5,172,172,172,172,0,0,True
bdg2,2,outer_test,bias,1.0,171,171,171,171,0,0,True
bdg2,2,outer_test,bias,2.0,170,170,170,170,0,0,True
bdg2,2,outer_test,level_shift,0.5,170,170,170,170,0,0,True
bdg2,2,outer_test,level_shift,1.0,170,170,170,170,0,0,True
bdg2,2,outer_test,level_shift,2.0,170,170,170,170,0,0,True
bdg2,2,outer_test,drift,0.5,170,170,170,169,0,0,True
bdg2,2,outer_test,drift,1.0,170,170,170,170,0,0,True
bdg2,2,outer_test,drift,2.0,170,170,170,170,0,0,True
