dataset,outer_fold,role,requested,attempted,placed,effective,null,rejected,asset_days,hostable_asset_days,requested_incidence,realised_incidence,requested_schedule_incidence,duration_steps,guard_steps,tolerance_steps,catalogue_seed,namespace_seed,catalogue_hash,zero_control
rico,1,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,44,12056666235249892123,7982dae8ebbf544a237051170eb477a7008e6836858476dcfa972522f4f9bb8f,False
rico,1,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,45,2303092371532222859,204bf047f71a44e9e59019a2205f45126084bd9742e2012b782c33cfad9701a5,False
rico,1,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,46,13128519617862497142,d9ffdfdaf00203f75ee57f24a959d1b7fac2d5786805f526782bc9fe7f8d61ba,False
rico,1,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,42,4963610929302534502,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,1,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,43,18051988536137400028,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,1,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,44,1868776413484179749,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,1,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,45,3170651295812181735,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,1,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,46,17079896133973676427,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,2,inner0_selection,3,3,3,3,0,0,5.83194444444444,5.83194444444444,0.5,0.5144081924267686,0.5144081924267686,60,360,10,42,6555625367417292072,42ecd2629fb76093f3e0e1f0f2335e257c4b9ccc41e7a8abf8ce2f10658f5dd6,False
rico,2,inner0_selection,3,3,3,3,0,0,5.83194444444444,5.83194444444444,0.5,0.5144081924267686,0.5144081924267686,60,360,10,43,6564283243315473470,79e6358ae2e1ebb08012a4141fb9b922b46fa4d7c94827e303764a9c53a0bf65,False
rico,2,inner0_selection,3,3,3,3,0,0,5.83194444444444,5.83194444444444,0.5,0.5144081924267686,0.5144081924267686,60,360,10,44,2150102107776669758,979e3c2c63441d97e086933706ebdec66b0fc262ec6f18515216c5cabe0a8804,False
rico,2,inner0_selection,3,3,3,3,0,0,5.83194444444444,5.83194444444444,0.5,0.5144081924267686,0.5144081924267686,60,360,10,45,7763873293229325598,67b4e6a0d752e27c1942d6eeae378c412abc0b63f2ff62f3349bca27ca9f9f8b,False
rico,2,inner0_selection,3,3,3,2,1,0,5.83194444444444,5.83194444444444,0.5,0.34293879495117907,0.5144081924267686,60,360,10,46,4716346003575095381,ef1b706d5de86d9d3a7017da880baf358ce2ed8e54135fbebc375d33c30f7989,False
rico,2,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,42,3028135483049350864,26be19ccc7fcc86aa3d32a5e4ac81269c3f49fbc54cd296f425bc00cac4b4623,False
rico,2,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,43,12832325417529112735,78ffabf61342c74561bb9529fe5e31a1aebdf249ed5a943bb76785db2dbf5e95,False
rico,2,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,44,8595099795142341775,05092956754287d89d2151d2e567fe194cb06d121d4f4ea1b5e0c77bd3d49731,False
rico,2,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,45,1279217301426077387,69d67b880da7b3e552ed81590a5f35c54b85fb29683a7ba5d2c95926ad0af31a,False
rico,2,inner1_selection,3,3,3,3,0,0,5.985416666666662,5.985416666666662,0.5,0.5012182387748002,0.5012182387748002,60,360,10,46,6909014641025163217,623926756b100cfed2de561c108c2b891397bfc8ff4546ce6216212891b34ab2,False
rico,2,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,42,15501777792902793367,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,2,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,43,10939026188898494278,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,2,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,44,3050144608539318917,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,2,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,45,17637493783107525655,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
rico,2,outer_test,0,0,0,0,0,0,0.15347222222222223,0.15347222222222223,0.5,0.0,0.0,60,360,10,46,7969581875802490892,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False
bdg2,0,inner0_selection,543,543,543,506,37,0,1085.1666666666665,1085.1666666666665,0.5,0.4662878206112733,0.5003839655966826,4,6,3,42,17342860815951461900,9c622b975829b0b94ec25fdc8151386772bd81d23d1596e5a57c05df26a1baf3,False
bdg2,0,inner0_selection,543,543,543,508,35,0,1085.1666666666665,1085.1666666666665,0.5,0.4681308554753495,0.5003839655966826,4,6,3,43,12201933442716805719,dee8b916b586c9086f5145b4a55af5b2921012e6db48a8a1e34188fc408172c7,False
bdg2,0,inner0_selection,543,543,543,513,30,0,1085.1666666666665,1085.1666666666665,0.5,0.47273844263553993,0.5003839655966826,4,6,3,44,15156059582622853933,2bc944dc4d5c18366e01c692a15c99321f855dee59932b5f4fc3058c72929de9,False
bdg2,0,inner0_selection,543,543,543,512,31,0,1085.1666666666665,1085.1666666666665,0.5,0.4718169252035018,0.5003839655966826,4,6,3,45,2550173562212547540,fc9e7be1a797a30e2c7e0618215ec0909d3f45f88dcb572bdc7d9832d5ce172a,False
bdg2,0,inner0_selection,543,543,543,508,35,0,1085.1666666666665,1085.1666666666665,0.5,0.4681308554753495,0.5003839655966826,4,6,3,46,16418746784561102870,d8f002104c4fd5e9a710fa84058730613729b34c2144a3ebd34ef297401f3939,False
bdg2,0,inner1_selection,543,543,543,510,33,0,1085.3333333333335,1085.3333333333335,0.5,0.46990171990171986,0.5003071253071253,4,6,3,42,18048782141241671885,83af107fa8529c32e253f72883cf4f55579874788cf78a42e1e7efdbae6ec7d5,False
bdg2,0,inner1_selection,543,543,543,512,31,0,1085.3333333333335,1085.3333333333335,0.5,0.4717444717444717,0.5003071253071253,4,6,3,43,12588978936486030128,0fa8463789821bcc8930b98d1e16af0c06d9ba1505f51ab286b944c97b86be26,False
bdg2,0,inner1_selection,543,543,543,508,35,0,1085.3333333333335,1085.3333333333335,0.5,0.468058968058968,0.5003071253071253,4,6,3,44,10711433348539977874,5eb741bde3d6f6a50a96096a0935bb6cb3a97af09b5b8c63505741497fa19083,False
bdg2,0,inner1_selection,543,543,543,504,39,0,1085.3333333333335,1085.3333333333335,0.5,0.46437346437346433,0.5003071253071253,4,6,3,45,10799717442406969402,c9afb16682fadbc0c53a61642c50cc62c335af03eb3d4e016c21039f534a7637,False
bdg2,0,inner1_selection,543,543,543,514,29,0,1085.3333333333335,1085.3333333333335,0.5,0.4735872235872235,0.5003071253071253,4,6,3,46,13476009284931683907,6aa6418b5cb6037dc7278c48bbfa4f3b92316bd1da1e7e93478ebfb6e99be9e4,False
bdg2,0,outer_test,719,719,719,644,75,0,1438.3333333333333,1438.3333333333333,0.5,0.4477404403244496,0.4998841251448436,4,6,3,42,7034390940181670008,d69ec71fb69dacab1a6564cb7bf02b0a6ee2d90024b82178030661b9ecc84778,False
bdg2,0,outer_test,719,719,719,648,71,0,1438.3333333333333,1438.3333333333333,0.5,0.45052143684820395,0.4998841251448436,4,6,3,43,3668199042714609130,aee0fd20ae2a29450ff00c1fded546c47381ec3c145f07b7e29734f0f531fb95,False
bdg2,0,outer_test,719,719,719,656,63,0,1438.3333333333333,1438.3333333333333,0.5,0.45608342989571266,0.4998841251448436,4,6,3,44,1794219639527858499,f1c8914cc41e9e822f87216398b9bbdf22f6ae6c04c599ba1b4ed0fac8a09c44,False
bdg2,0,outer_test,719,719,719,656,63,0,1438.3333333333333,1438.3333333333333,0.5,0.45608342989571266,0.4998841251448436,4,6,3,45,15603453260388262279,3beb77902945376f7eb80b2667a0718a0859411f110922819268fc6e0f026a3a,False
bdg2,0,outer_test,719,719,719,644,75,0,1438.3333333333333,1438.3333333333333,0.5,0.4477404403244496,0.4998841251448436,4,6,3,46,2361417962015938397,fb7abc38a4494fecd53234c6be5c7e474d6598ca8749a9b6fc4e0000f6a4a8fa,False
bdg2,1,inner0_selection,407,407,407,387,20,0,813.75,813.75,0.5,0.47557603686635946,0.5001536098310292,4,6,3,42,10468701026496525889,c618c2372462dce52d6c6f7bc6ed320cd34532cb5c58e0b69d14fed6ef1a555d,False
bdg2,1,inner0_selection,407,407,407,378,29,0,813.75,813.75,0.5,0.4645161290322581,0.5001536098310292,4,6,3,43,5177812935867748806,6fc1d5d1b1754c1f1d7edb175f5dc803083618aa04549f44bc478ded5677a813,False
bdg2,1,inner0_selection,407,407,407,385,22,0,813.75,813.75,0.5,0.4731182795698925,0.5001536098310292,4,6,3,44,2328809423603595243,16ce9e020b0148e52767f72b759f5a2159909ec3f094863975a6f63af79b1925,False
bdg2,1,inner0_selection,407,407,407,377,30,0,813.75,813.75,0.5,0.4632872503840246,0.5001536098310292,4,6,3,45,13770592880997950823,669db01504eef16a0c1757cf934316e0c6357076fc11da465750ac22dcda3ecb,False
bdg2,1,inner0_selection,407,407,407,379,28,0,813.75,813.75,0.5,0.46574500768049154,0.5001536098310292,4,6,3,46,6466099228810674027,c0948bff1b64c45cfce623988454a78826bc4d1390107df4ce41e619bae3aa9a,False
bdg2,1,inner1_selection,407,407,407,383,24,0,814.3333333333334,814.3333333333334,0.5,0.47032337290216947,0.49979533360622186,4,6,3,42,15351686225870054152,dfc35b23488df15870c00109c492fe487e955bd98afa01488d06a8115757b515,False
bdg2,1,inner1_selection,407,407,407,381,26,0,814.3333333333334,814.3333333333334,0.5,0.4678673761768317,0.49979533360622186,4,6,3,43,16813394329833188685,5cddbbe8bf59720e346374e8431101961d4cf3ae20e47726c83ead16e8e28924,False
bdg2,1,inner1_selection,407,407,407,386,21,0,814.3333333333334,814.3333333333334,0.5,0.474007367990176,0.49979533360622186,4,6,3,44,9192091195909033528,82c14271e33facdbbdd785fe757908ccd28425de0e35def8d25a5fab0cfcb990,False
bdg2,1,inner1_selection,407,407,407,386,21,0,814.3333333333334,814.3333333333334,0.5,0.474007367990176,0.49979533360622186,4,6,3,45,9151139947530985235,9ea08d872e8b6413ec1604cff7b4f842f0da767026ceececf90486b5da2072ec,False
bdg2,1,inner1_selection,407,407,407,388,19,0,814.3333333333334,814.3333333333334,0.5,0.4764633647155137,0.49979533360622186,4,6,3,46,15543083021502588168,8e28fe51aa8f73a7a376244f1ec75ba4ced8723306b9983b4681b70a2ea52c04,False
bdg2,1,outer_test,722,722,722,661,61,0,1443.5416666666667,1443.5416666666667,0.5,0.4579015730985712,0.5001587530668206,4,6,3,42,4674103583090765946,8f1a03377b48b01eca768faed46377274bb7d76351abb46163130e857f8fc402,False
bdg2,1,outer_test,722,722,722,658,64,0,1443.5416666666667,1443.5416666666667,0.5,0.4558233511329196,0.5001587530668206,4,6,3,43,10656118874695765823,d20b3364dd7c11ab71b97395985563c2f7a064944a110b97ad10ff1d17eb1b1d,False
bdg2,1,outer_test,722,722,722,661,61,0,1443.5416666666667,1443.5416666666667,0.5,0.4579015730985712,0.5001587530668206,4,6,3,44,10353020573451696943,fd1cfaf8d8260cb16c1a94d5409c47e0bd7ddc07d2a0e6ceeba798124593ad55,False
bdg2,1,outer_test,722,722,722,660,62,0,1443.5416666666667,1443.5416666666667,0.5,0.457208832443354,0.5001587530668206,4,6,3,45,18104688777661759497,b3dac4989d055aadb3e1f44258243145a1dae3c15a87fcfb1800bf45d975febb,False
bdg2,1,outer_test,722,722,722,660,62,0,1443.5416666666667,1443.5416666666667,0.5,0.457208832443354,0.5001587530668206,4,6,3,46,7507547548941512226,56a42b6d85fd887e79c34d287ceb11677628da421d1959f2ea61a2d82c8cd83e,False
bdg2,2,inner0_selection,271,271,271,246,25,0,541.7499999999999,541.7499999999999,0.5,0.454083987078911,0.5002307337332719,4,6,3,42,4137932173110083896,04da9c743004ef23e070db7db59d55ff848388591130ddbad319a0cb738c6f4b,False
bdg2,2,inner0_selection,271,271,271,256,15,0,541.7499999999999,541.7499999999999,0.5,0.4725426857406554,0.5002307337332719,4,6,3,43,12794207207245660067,e168c526856ec2547ba9be8651d2832867b207a3ce0bff3ecfa2aedb0a75f756,False
bdg2,2,inner0_selection,271,271,271,257,14,0,541.7499999999999,541.7499999999999,0.5,0.4743885556068298,0.5002307337332719,4,6,3,44,16475096941811569541,6df8cf2ca4acc901bcbef5e9cdd3bd7d4ed683b34d4acdc8a071b0a858a69f81,False
bdg2,2,inner0_selection,271,271,271,253,18,0,541.7499999999999,541.7499999999999,0.5,0.4670050761421321,0.5002307337332719,4,6,3,45,7699786071447564326,9005a576a2836613207e3c67fbd375d816d131edaef61b0cd53bec5d45ed540d,False
bdg2,2,inner0_selection,271,271,271,256,15,0,541.7499999999999,541.7499999999999,0.5,0.4725426857406554,0.5002307337332719,4,6,3,46,1460282289547087247,3873806c58ebca4905530bc1320dceadd5f75eedbb6705c2a634bdd8f40b0c21,False
bdg2,2,inner1_selection,271,271,271,256,15,0,542.9166666666667,542.9166666666667,0.5,0.4715272448196469,0.4991557943207981,4,6,3,42,795109317134205569,4fdaf46ff28fd3729354a4d07986ad08a46ae541157a02f42bf333ddcde1aa36,False
bdg2,2,inner1_selection,271,271,271,252,19,0,542.9166666666667,542.9166666666667,0.5,0.46415963161933993,0.4991557943207981,4,6,3,43,10356299746094725545,9ad858d0ff8755c4d3450ece652c976f98f84c619dc99ebbd91ac67c0f7c368a,False
bdg2,2,inner1_selection,271,271,271,252,19,0,542.9166666666667,542.9166666666667,0.5,0.46415963161933993,0.4991557943207981,4,6,3,44,12551968638414986661,5901a04809abab95be6b6f0aa660ee8439dc247427da77585730e6499157ea3b,False
bdg2,2,inner1_selection,271,271,271,252,19,0,542.9166666666667,542.9166666666667,0.5,0.46415963161933993,0.4991557943207981,4,6,3,45,1193204682909679537,9c0b295a3162788e3d3f7c0d773cc8f2c2e3927fdbd4511c0338de83ff7e2587,False
bdg2,2,inner1_selection,271,271,271,259,12,0,542.9166666666667,542.9166666666667,0.5,0.47705295471987713,0.4991557943207981,4,6,3,46,7875035030635351728,10e9b7a4f5f2ac0348c5ae535ea232eb7d340193c1b85942200a604c76fe7007,False
bdg2,2,outer_test,724,724,724,677,47,0,1447.1666666666667,1447.1666666666667,0.5,0.46781066451687203,0.5002879189220315,4,6,3,42,4878597358044853064,913d91bea821a0921da86690537deaf353df3e9bbdf6cc0850006d5b8c577590,False
bdg2,2,outer_test,724,724,724,668,56,0,1447.1666666666667,1447.1666666666667,0.5,0.4615916158009904,0.5002879189220315,4,6,3,43,16251131334239060283,4b77c3cdd65cf55d00578a88070ce3a24bbbe836ea1e7dc5d7b7e4c843d9ff4e,False
bdg2,2,outer_test,724,724,724,680,44,0,1447.1666666666667,1447.1666666666667,0.5,0.46988368075549924,0.5002879189220315,4,6,3,44,6463191820984637743,e51b341fc93afb72f75394de0ba086ec5ad56058ea0ecbd31c4dded1be2030f5,False
bdg2,2,outer_test,724,724,724,684,40,0,1447.1666666666667,1447.1666666666667,0.5,0.47264770240700216,0.5002879189220315,4,6,3,45,9652989130865091146,d7dd3d72fb47062b8a5157869d2e7eefaea4a3c9dbf168be53eb3abbfa1bb93c,False
bdg2,2,outer_test,724,724,724,680,44,0,1447.1666666666667,1447.1666666666667,0.5,0.46988368075549924,0.5002879189220315,4,6,3,46,12804938601696877786,517526a7c90ead5bcd65ed713ec552be578d3b5628f18458b04ad4b8c9880969,False
