priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds
35,pleia_energy,1,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,111.88842870000008,1026.129563100003,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",29719,36,111.88842870000008,1279.609976100095
36,pleia_energy,3,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,111.87336918538652,1025.9914521860287,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",29715,37,111.87336918538654,1279.4377482356176
37,pleia_energy,6,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,111.8545447921196,1025.818813543561,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",29710,38,111.8545447921196,1279.2224634050212
38,pleia_energy,1,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,55.93856703201996,513.0129899572612,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",14858,39,55.938567032019954,639.7404026008686
39,pleia_energy,3,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,55.9272723960598,512.9094067717805,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",14855,40,55.9272723960598,639.6112317025106
40,pleia_energy,6,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,55.90844800279286,512.7367681293127,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",14850,41,55.908448002792866,639.395946871914
41,pleia_energy,1,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,83.91538030533671,769.5885403928788,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",22289,42,83.91538030533671,959.6967178335415
42,pleia_energy,3,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,83.90032079072316,769.4504294789047,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",22285,43,83.90032079072317,959.5244899690642
43,pleia_energy,6,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,83.88149639745623,769.2777908364369,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",22280,44,83.88149639745623,959.3092051384676
44,pleia_energy,1,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,111.88842870000008,1026.129563100003,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",29719,45,111.88842870000008,1279.609976100095
45,pleia_energy,3,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,111.87336918538652,1025.9914521860287,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",29715,46,111.87336918538654,1279.4377482356176
46,pleia_energy,6,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s46_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,111.8545447921196,1025.818813543561,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",29710,47,111.8545447921196,1279.2224634050212
47,rico,15,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s42_v1""]",outputs/matched_forecasting005/rico_h15_f2_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,46.39083476703122,425.4506704976021,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",12322,48,46.39083476703122,530.547936522271
48,rico,30,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s42_v1""]",outputs/matched_forecasting005/rico_h30_f2_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,42.94597079918237,393.857798925998,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",11407,49,42.94597079918237,491.15081252309244
49,rico,60,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s42_v1""]",outputs/matched_forecasting005/rico_h60_f2_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,36.05624286348466,330.67205578278976,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",9577,50,36.05624286348466,412.35656452473535
50,rico,5,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s42_v1""]",outputs/matched_forecasting005/rico_h5_f1_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,73.43019325565469,673.4288165383243,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",19504,51,73.43019325565469,839.783067191233
51,rico,15,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s42_v1""]",outputs/matched_forecasting005/rico_h15_f1_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,69.96650489453889,641.6633063242523,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",18584,52,69.9665048945389,800.1706583614579
52,rico,30,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s42_v1""]",outputs/matched_forecasting005/rico_h30_f1_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,64.77097235286521,594.0150410031445,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",17204,53,64.77097235286521,740.7520451167952
53,rico,60,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s42_v1""]",outputs/matched_forecasting005/rico_h60_f1_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,54.37990726951786,498.71851036092886,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",14444,54,54.37990726951785,621.9148186274697
54,rico,5,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s42_v1""]",outputs/matched_forecasting005/rico_h5_f0_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,98.17297576571224,900.345048197977,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",26076,55,98.17297576571224,1122.7534485274093
55,rico,15,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s42_v1""]",outputs/matched_forecasting005/rico_h15_f0_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,93.54217502204656,857.8759421509026,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",24846,56,93.54217502204656,1069.7933802006448
56,rico,30,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s42_v1""]",outputs/matched_forecasting005/rico_h30_f0_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,86.59597390654807,794.1722830802911,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",23001,57,86.59597390654805,990.3532777104979
57,rico,60,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s42_v1""]",outputs/matched_forecasting005/rico_h60_f0_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,72.70357167555105,666.7649649390679,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",19311,58,72.70357167555105,831.4730727302041
58,rico,5,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s43_v1""]",outputs/matched_forecasting005/rico_h5_f2_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,48.68741074559713,446.5125848786715,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",12932,59,48.68741074559713,556.8126858550567
59,rico,15,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s43_v1""]",outputs/matched_forecasting005/rico_h15_f2_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,46.39083476703122,425.4506704976021,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",12322,60,46.39083476703122,530.547936522271
60,rico,30,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s43_v1""]",outputs/matched_forecasting005/rico_h30_f2_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,42.94597079918237,393.857798925998,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",11407,61,42.94597079918237,491.15081252309244
61,rico,60,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s43_v1""]",outputs/matched_forecasting005/rico_h60_f2_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,36.05624286348466,330.67205578278976,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",9577,62,36.05624286348466,412.35656452473535
62,rico,5,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s43_v1""]",outputs/matched_forecasting005/rico_h5_f1_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,73.43019325565469,673.4288165383243,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",19504,63,73.43019325565469,839.783067191233
63,rico,15,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s43_v1""]",outputs/matched_forecasting005/rico_h15_f1_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,69.96650489453889,641.6633063242523,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",18584,64,69.9665048945389,800.1706583614579
64,rico,30,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s43_v1""]",outputs/matched_forecasting005/rico_h30_f1_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,64.77097235286521,594.0150410031445,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",17204,65,64.77097235286521,740.7520451167952
65,rico,60,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s43_v1""]",outputs/matched_forecasting005/rico_h60_f1_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,54.37990726951786,498.71851036092886,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",14444,66,54.37990726951785,621.9148186274697
66,rico,5,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s43_v1""]",outputs/matched_forecasting005/rico_h5_f0_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,98.17297576571224,900.345048197977,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",26076,67,98.17297576571224,1122.7534485274093
67,rico,15,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s43_v1""]",outputs/matched_forecasting005/rico_h15_f0_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,93.54217502204656,857.8759421509026,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",24846,68,93.54217502204656,1069.7933802006448
68,rico,30,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s43_v1""]",outputs/matched_forecasting005/rico_h30_f0_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,86.59597390654807,794.1722830802911,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",23001,69,86.59597390654805,990.3532777104979
69,rico,60,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s43_v1""]",outputs/matched_forecasting005/rico_h60_f0_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,72.70357167555105,666.7649649390679,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",19311,70,72.70357167555105,831.4730727302041
