dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,new_batch_unit,role,n,groups,zero_targets,negative_targets,adjacent_equal_targets,minimum,maximum,posthoc_cleaning_or_clipping
bdg2,6,2,44,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,6dfe0e0bfd3dc2f5fff2b69f9b2dbbe2d7192a01735568515ad77c163d63c11a,True,test,34640,10,74,0,2406,0.0,1309.0,False
pleia,1,2,44,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,556741a9a18d9a9f8ebb1031f0e532e5233caa8c07bcda907c7ae3ae195edb7f,True,calibration,4953,1,0,0,717,17.5,29.6,False
pleia,1,2,44,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,556741a9a18d9a9f8ebb1031f0e532e5233caa8c07bcda907c7ae3ae195edb7f,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia,3,2,44,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,True,calibration,4952,1,0,0,716,17.5,29.6,False
pleia,3,2,44,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b7e3fa5ed8095f5fd84d9934e8cfc8e570437f6da1fa9ab9bb67e1ef8b940f33,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia,6,2,44,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,True,calibration,4951,1,0,0,715,17.5,29.6,False
pleia,6,2,44,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,525531103bdd604f7fcaff1fd54d3b905c82394b6ab9d0a9f351f372258537df,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia_energy,1,2,45,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,True,calibration,4953,1,51,0,865,0.0,0.671875,False
pleia_energy,1,2,45,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,62525d471de44634625aece820db117b886a496789ecd0dc85fc593cfee8dbee,True,test,9907,1,64,0,882,0.0,3.046875,False
pleia_energy,3,2,45,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,True,calibration,4952,1,51,0,865,0.0,0.671875,False
pleia_energy,3,2,45,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,c4251293278cc903db86fe4f42a91a7108a0c33bdffb224f47cfe4b37bfbafc1,True,test,9907,1,64,0,882,0.0,3.046875,False
pleia_energy,6,2,45,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,True,calibration,4951,1,51,0,865,0.0,0.671875,False
pleia_energy,6,2,45,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3fd3655fa8c8f5b07cbc7734a71eee3a1d2ad04dceebe9ed0c4d80fa5c1ad796,True,test,9907,1,64,0,882,0.0,3.046875,False
rico,5,2,45,degrees C,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,True,calibration,4452,21,0,0,3712,18.9,35.6,False
rico,5,2,45,degrees C,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,adda24f5b9ed20420c5e5eb85728317dc112a5ed5567a38f1aafc895df114e1c,True,test,8692,41,0,0,7402,13.7,31.0,False
rico,15,2,45,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,True,calibration,4242,21,0,0,3594,18.9,35.6,False
rico,15,2,45,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,992e3d20e746f1fcb3e78f8d1a69d9ebf12ed9e0140eadbf817f49e2ed57c3f8,True,test,8282,41,0,0,7173,13.7,31.0,False
rico,30,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,True,calibration,3927,21,0,0,3397,18.9,35.6,False
rico,30,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,5769aea4df39adc1c5884a4ac4950471da7bbe227eea0549a15de94fbdebfb6d,True,test,7667,41,0,0,6767,13.7,31.0,False
rico,60,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,True,calibration,3297,21,0,0,2927,18.9,35.6,False
rico,60,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,13626bbe92c4fc2e657cc07a12d739e6c76c86fd5e6e16d106077d5e6ffeef37,True,test,6437,41,0,0,5825,13.7,31.0,False
bdg2,1,2,45,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,True,calibration,17370,10,58,0,618,0.0,1461.181,False
bdg2,1,2,45,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d17374d7dfe7206b1bc2d78ed29eb81be4f2ec7661fd25177f694623751f05b4,True,test,34640,10,74,0,2406,0.0,1309.0,False
bdg2,3,2,45,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,True,calibration,17360,10,59,0,620,0.0,1461.181,False
bdg2,3,2,45,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b09d5d8c367121e6d22677abdb3f3bdb6a98e8404434e14ad1bfa57c42d265dd,True,test,34640,10,74,0,2406,0.0,1309.0,False
bdg2,6,2,45,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,True,calibration,17350,10,61,0,622,0.0,1461.181,False
bdg2,6,2,45,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bf3712ec340f3bdba2b4f5fb836947320a1d97c097af41bf3d3d7cb8c8c05269,True,test,34640,10,74,0,2406,0.0,1309.0,False
pleia,1,2,45,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,True,calibration,4953,1,0,0,717,17.5,29.6,False
pleia,1,2,45,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce8d6b4c952de02d809dfc2b4fbd7b34988a37c2c5ca18c286a65afd2a71556a,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,True,calibration,4952,1,0,0,716,17.5,29.6,False
pleia,3,2,45,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,43fdef7973feabb27f49a6f3a57657663ea1c46bff243e5d984ce84c66f35ce8,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia,6,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,True,calibration,4951,1,0,0,715,17.5,29.6,False
pleia,6,2,45,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s45_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7b3af2e5082254e020ca867fb95d22cc2dc6b99331e9a1c7f86c6a385461bbeb,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia_energy,1,2,46,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d3f48a48b1e9bd268b7a135c9afd44e18a498537f9d3262d88eb1ded5694a0c3,True,calibration,4953,1,51,0,865,0.0,0.671875,False
pleia_energy,1,2,46,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,d3f48a48b1e9bd268b7a135c9afd44e18a498537f9d3262d88eb1ded5694a0c3,True,test,9907,1,64,0,882,0.0,3.046875,False
pleia_energy,3,2,46,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fb989e0b28343b79b68029382ab18ade0ee12ee10ed49917a8ceffa6f9970124,True,calibration,4952,1,51,0,865,0.0,0.671875,False
pleia_energy,3,2,46,kWh per 10 minutes,30,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fb989e0b28343b79b68029382ab18ade0ee12ee10ed49917a8ceffa6f9970124,True,test,9907,1,64,0,882,0.0,3.046875,False
pleia_energy,6,2,46,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,a7fb23eab8e276cf1692aec7b1d3928e3ec2e9cf037d4dbfff4e0ac7d3af6d87,True,calibration,4951,1,51,0,865,0.0,0.671875,False
pleia_energy,6,2,46,kWh per 10 minutes,60,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,a7fb23eab8e276cf1692aec7b1d3928e3ec2e9cf037d4dbfff4e0ac7d3af6d87,True,test,9907,1,64,0,882,0.0,3.046875,False
rico,5,2,46,degrees C,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bc0f06119e0a0e1ed46353afd0b76b2c92cad9e7003e51737073831e86c9ecd3,True,calibration,4452,21,0,0,3712,18.9,35.6,False
rico,5,2,46,degrees C,5,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,bc0f06119e0a0e1ed46353afd0b76b2c92cad9e7003e51737073831e86c9ecd3,True,test,8692,41,0,0,7402,13.7,31.0,False
rico,15,2,46,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,True,calibration,4242,21,0,0,3594,18.9,35.6,False
rico,15,2,46,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,True,test,8282,41,0,0,7173,13.7,31.0,False
rico,30,2,46,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,0db7f0a10aa75d45d291b57c800923360aa803d8a48eb3fa75d6968e1b6a27fe,True,calibration,3927,21,0,0,3397,18.9,35.6,False
rico,30,2,46,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,0db7f0a10aa75d45d291b57c800923360aa803d8a48eb3fa75d6968e1b6a27fe,True,test,7667,41,0,0,6767,13.7,31.0,False
rico,60,2,46,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,27622b6cebbf93f20aeec4af03f6497dc542faf718a8e023032df13475a84c65,True,calibration,3297,21,0,0,2927,18.9,35.6,False
rico,60,2,46,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,27622b6cebbf93f20aeec4af03f6497dc542faf718a8e023032df13475a84c65,True,test,6437,41,0,0,5825,13.7,31.0,False
bdg2,1,2,46,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b6643b6b0997a0780ea6392f425b4a0cb5398cc5509f4332b3c8d5941770a46d,True,calibration,17370,10,58,0,618,0.0,1461.181,False
bdg2,1,2,46,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b6643b6b0997a0780ea6392f425b4a0cb5398cc5509f4332b3c8d5941770a46d,True,test,34640,10,74,0,2406,0.0,1309.0,False
bdg2,3,2,46,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,f93cc7009437b45a97bce046887aaf78f96bc32475a26a555e30540eb666b963,True,calibration,17360,10,59,0,620,0.0,1461.181,False
bdg2,3,2,46,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,f93cc7009437b45a97bce046887aaf78f96bc32475a26a555e30540eb666b963,True,test,34640,10,74,0,2406,0.0,1309.0,False
bdg2,6,2,46,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce484c863017f245f239e40a1cfb85455667277e7f8f3899f4fecb6301a7ab69,True,calibration,17350,10,61,0,622,0.0,1461.181,False
bdg2,6,2,46,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ce484c863017f245f239e40a1cfb85455667277e7f8f3899f4fecb6301a7ab69,True,test,34640,10,74,0,2406,0.0,1309.0,False
pleia,1,2,46,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,4989341ff9d463b283be2be3ec47d0d71a904ea498b2ec581d160b37a8fe96a9,True,calibration,4953,1,0,0,717,17.5,29.6,False
pleia,1,2,46,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,4989341ff9d463b283be2be3ec47d0d71a904ea498b2ec581d160b37a8fe96a9,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia,3,2,46,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b27f1feef915808c6510c0377190a06d1c9c41d2cf628facd895b6f01110082d,True,calibration,4952,1,0,0,716,17.5,29.6,False
pleia,3,2,46,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,b27f1feef915808c6510c0377190a06d1c9c41d2cf628facd895b6f01110082d,True,test,9907,1,0,0,1622,21.8,33.4,False
pleia,6,2,46,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,167204fe887068fae49a0bf3704d7bec6197c99a453a7be4422e9f5affd4de08,True,calibration,4951,1,0,0,715,17.5,29.6,False
pleia,6,2,46,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s46_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,167204fe887068fae49a0bf3704d7bec6197c99a453a7be4422e9f5affd4de08,True,test,9907,1,0,0,1622,21.8,33.4,False
