priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds,batch_order,new_authorization
134,bdg2,6,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.20750045630083,1781.078346611614,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51584,135,203.75601019999883,4611.552172462536,36,1312510b8549ef9467ee63597cf3e634412044a9
174,pleia,1,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s45_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,175,52.88374897208371,645.4024028999847,37,1312510b8549ef9467ee63597cf3e634412044a9
175,pleia,3,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s45_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,176,52.87307113880088,645.27208877906,38,1312510b8549ef9467ee63597cf3e634412044a9
176,pleia,6,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s45_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,177,52.85527474999617,645.0548985775188,39,1312510b8549ef9467ee63597cf3e634412044a9
38,pleia_energy,1,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,39,31.92941241869999,639.7404026008685,40,1312510b8549ef9467ee63597cf3e634412044a9
39,pleia_energy,3,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,40,31.922965505437364,639.6112317025105,41,1312510b8549ef9467ee63597cf3e634412044a9
40,pleia_energy,6,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,41,31.912220649999654,639.3959468719139,42,1312510b8549ef9467ee63597cf3e634412044a9
94,rico,5,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s46_v1""]",outputs/matched_forecasting005/rico_h5_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,48.68741074559713,446.5125848786715,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12932,95,36.04163206243224,490.5002991000074,43,1312510b8549ef9467ee63597cf3e634412044a9
95,rico,15,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s46_v1""]",outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,46.39083476703122,425.4506704976021,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12322,96,34.34155507835524,467.36349253868633,44,1312510b8549ef9467ee63597cf3e634412044a9
96,rico,30,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s46_v1""]",outputs/matched_forecasting005/rico_h30_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,42.94597079918237,393.857798925998,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",11407,97,31.791439602239752,432.6582826967047,45,1312510b8549ef9467ee63597cf3e634412044a9
97,rico,60,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s46_v1""]",outputs/matched_forecasting005/rico_h60_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,36.05624286348466,330.67205578278976,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",9577,98,26.69120865000877,363.2478630127413,46,1312510b8549ef9467ee63597cf3e634412044a9
141,bdg2,1,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s46_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.50869074857172,1783.8405648910984,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51664,142,204.0720089751229,4618.704083399978,47,1312510b8549ef9467ee63597cf3e634412044a9
142,bdg2,3,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s46_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.39574438897012,1782.8047330362915,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51634,143,203.95350943445135,4616.022116798437,48,1312510b8549ef9467ee63597cf3e634412044a9
143,bdg2,6,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s46_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.20750045630083,1781.078346611614,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51584,144,203.75601019999883,4611.552172462536,49,1312510b8549ef9467ee63597cf3e634412044a9
183,pleia,1,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s46_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,184,52.88374897208371,645.4024028999847,50,1312510b8549ef9467ee63597cf3e634412044a9
184,pleia,3,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s46_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,185,52.87307113880088,645.27208877906,51,1312510b8549ef9467ee63597cf3e634412044a9
185,pleia,6,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s46_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,186,52.85527474999617,645.0548985775188,52,1312510b8549ef9467ee63597cf3e634412044a9
