dataset,horizon,role,group_id,n,origin_min,origin_max,target_min,target_max,raw_rows,start,end,season_steps,phase,scheduler_step,target_id,legacy_fold0_roles,proposal_fold0_roles,legacy_fold1_roles,proposal_fold1_roles,legacy_fold2_roles,proposal_fold2_roles
rico,5,fit,P1S73,212,2023-08-07 15:24:00,2023-08-07 18:55:00,2023-08-07 15:29:00,2023-08-07 19:00:00,240.0,2023-08-07 15:01:00,2023-08-07 19:00:00,,1.0,73.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,fit,P1S74,212,2023-08-07 19:24:00,2023-08-07 22:55:00,2023-08-07 19:29:00,2023-08-07 23:00:00,240.0,2023-08-07 19:01:00,2023-08-07 23:00:00,,1.0,74.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,fit,P1S8,212,2023-07-27 19:24:00,2023-07-27 22:55:00,2023-07-27 19:29:00,2023-07-27 23:00:00,240.0,2023-07-27 19:01:00,2023-07-27 23:00:00,,1.0,8.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,fit,P1S9,212,2023-07-27 23:24:00,2023-07-28 02:55:00,2023-07-27 23:29:00,2023-07-28 03:00:00,240.0,2023-07-27 23:01:00,2023-07-28 03:00:00,,1.0,9.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,calibration,P1S75,212,2023-08-07 23:24:00,2023-08-08 02:55:00,2023-08-07 23:29:00,2023-08-08 03:00:00,240.0,2023-08-07 23:01:00,2023-08-08 03:00:00,,1.0,75.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S76,212,2023-08-08 03:24:00,2023-08-08 06:55:00,2023-08-08 03:29:00,2023-08-08 07:00:00,240.0,2023-08-08 03:01:00,2023-08-08 07:00:00,,1.0,76.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S77,212,2023-08-08 07:24:00,2023-08-08 10:55:00,2023-08-08 07:29:00,2023-08-08 11:00:00,240.0,2023-08-08 07:01:00,2023-08-08 11:00:00,,1.0,77.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S78,212,2023-08-08 11:24:00,2023-08-08 14:55:00,2023-08-08 11:29:00,2023-08-08 15:00:00,240.0,2023-08-08 11:01:00,2023-08-08 15:00:00,,1.0,78.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S79,212,2023-08-08 15:24:00,2023-08-08 18:55:00,2023-08-08 15:29:00,2023-08-08 19:00:00,240.0,2023-08-08 15:01:00,2023-08-08 19:00:00,,1.0,79.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S80,212,2023-08-08 19:24:00,2023-08-08 22:55:00,2023-08-08 19:29:00,2023-08-08 23:00:00,240.0,2023-08-08 19:01:00,2023-08-08 23:00:00,,1.0,80.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S81,212,2023-08-08 23:24:00,2023-08-09 02:55:00,2023-08-08 23:29:00,2023-08-09 03:00:00,240.0,2023-08-08 23:01:00,2023-08-09 03:00:00,,1.0,81.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S82,212,2023-08-09 03:24:00,2023-08-09 06:55:00,2023-08-09 03:29:00,2023-08-09 07:00:00,240.0,2023-08-09 03:01:00,2023-08-09 07:00:00,,1.0,82.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S83,212,2023-08-09 07:24:00,2023-08-09 10:55:00,2023-08-09 07:29:00,2023-08-09 11:00:00,240.0,2023-08-09 07:01:00,2023-08-09 11:00:00,,1.0,83.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S85,212,2023-08-09 15:24:00,2023-08-09 18:55:00,2023-08-09 15:29:00,2023-08-09 19:00:00,240.0,2023-08-09 15:01:00,2023-08-09 19:00:00,,1.0,85.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S86,212,2023-08-09 19:24:00,2023-08-09 22:55:00,2023-08-09 19:29:00,2023-08-09 23:00:00,240.0,2023-08-09 19:01:00,2023-08-09 23:00:00,,1.0,86.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S87,212,2023-08-09 23:24:00,2023-08-10 02:55:00,2023-08-09 23:29:00,2023-08-10 03:00:00,240.0,2023-08-09 23:01:00,2023-08-10 03:00:00,,1.0,87.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S89,212,2023-08-10 07:24:00,2023-08-10 10:55:00,2023-08-10 07:29:00,2023-08-10 11:00:00,240.0,2023-08-10 07:01:00,2023-08-10 11:00:00,,1.0,89.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S91,212,2023-08-10 15:24:00,2023-08-10 18:55:00,2023-08-10 15:29:00,2023-08-10 19:00:00,240.0,2023-08-10 15:01:00,2023-08-10 19:00:00,,1.0,91.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S92,212,2023-08-10 19:24:00,2023-08-10 22:55:00,2023-08-10 19:29:00,2023-08-10 23:00:00,240.0,2023-08-10 19:01:00,2023-08-10 23:00:00,,1.0,92.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection,B1|final_fit|inner0_calibration|inner1_train,final_calibration
rico,5,calibration,P1S93,212,2023-08-10 23:24:00,2023-08-11 02:55:00,2023-08-10 23:29:00,2023-08-11 03:00:00,240.0,2023-08-10 23:01:00,2023-08-11 03:00:00,,1.0,93.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,5,calibration,P1S94,212,2023-08-11 03:24:00,2023-08-11 06:55:00,2023-08-11 03:29:00,2023-08-11 07:00:00,240.0,2023-08-11 03:01:00,2023-08-11 07:00:00,,1.0,94.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,5,calibration,P1S95,212,2023-08-11 07:24:00,2023-08-11 10:55:00,2023-08-11 07:29:00,2023-08-11 11:00:00,240.0,2023-08-11 07:01:00,2023-08-11 11:00:00,,1.0,95.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,5,calibration,P1S96,212,2023-08-11 11:24:00,2023-08-11 14:55:00,2023-08-11 11:29:00,2023-08-11 15:00:00,240.0,2023-08-11 11:01:00,2023-08-11 15:00:00,,1.0,96.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,5,calibration,P1S98,212,2023-08-11 19:24:00,2023-08-11 22:55:00,2023-08-11 19:29:00,2023-08-11 23:00:00,240.0,2023-08-11 19:01:00,2023-08-11 23:00:00,,1.0,98.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,5,calibration,P1S99,212,2023-08-11 23:24:00,2023-08-12 02:55:00,2023-08-11 23:29:00,2023-08-12 03:00:00,240.0,2023-08-11 23:01:00,2023-08-12 03:00:00,,1.0,99.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,5,test,P1S101,212,2023-08-12 07:24:00,2023-08-12 10:55:00,2023-08-12 07:29:00,2023-08-12 11:00:00,240.0,2023-08-12 07:01:00,2023-08-12 11:00:00,,1.0,101.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P3S0,212,2024-01-22 13:53:00,2024-01-22 17:24:00,2024-01-22 13:58:00,2024-01-22 17:29:00,240.0,2024-01-22 13:30:00,2024-01-22 17:29:00,,3.0,0.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P3S1,212,2024-01-23 05:53:00,2024-01-23 09:24:00,2024-01-23 05:58:00,2024-01-23 09:29:00,240.0,2024-01-23 05:30:00,2024-01-23 09:29:00,,3.0,1.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P3S2,212,2024-01-23 21:53:00,2024-01-24 01:24:00,2024-01-23 21:58:00,2024-01-24 01:29:00,240.0,2024-01-23 21:30:00,2024-01-24 01:29:00,,3.0,2.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P3S3,212,2024-01-24 13:53:00,2024-01-24 17:24:00,2024-01-24 13:58:00,2024-01-24 17:29:00,240.0,2024-01-24 13:30:00,2024-01-24 17:29:00,,3.0,3.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P3S4,212,2024-01-25 05:53:00,2024-01-25 09:24:00,2024-01-25 05:58:00,2024-01-25 09:29:00,240.0,2024-01-25 05:30:00,2024-01-25 09:29:00,,3.0,4.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P3S5,212,2024-01-25 21:53:00,2024-01-26 01:24:00,2024-01-25 21:58:00,2024-01-26 01:29:00,240.0,2024-01-25 21:30:00,2024-01-26 01:29:00,,3.0,5.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S0,212,2024-01-29 15:24:00,2024-01-29 18:55:00,2024-01-29 15:29:00,2024-01-29 19:00:00,240.0,2024-01-29 15:01:00,2024-01-29 19:00:00,,4.0,0.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S1,212,2024-01-29 19:24:00,2024-01-29 22:55:00,2024-01-29 19:29:00,2024-01-29 23:00:00,240.0,2024-01-29 19:01:00,2024-01-29 23:00:00,,4.0,1.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S10,212,2024-01-31 07:24:00,2024-01-31 10:55:00,2024-01-31 07:29:00,2024-01-31 11:00:00,240.0,2024-01-31 07:01:00,2024-01-31 11:00:00,,4.0,10.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S11,212,2024-01-31 11:24:00,2024-01-31 14:55:00,2024-01-31 11:29:00,2024-01-31 15:00:00,240.0,2024-01-31 11:01:00,2024-01-31 15:00:00,,4.0,11.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S12,212,2024-01-31 15:24:00,2024-01-31 18:55:00,2024-01-31 15:29:00,2024-01-31 19:00:00,240.0,2024-01-31 15:01:00,2024-01-31 19:00:00,,4.0,12.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S13,212,2024-01-31 19:24:00,2024-01-31 22:55:00,2024-01-31 19:29:00,2024-01-31 23:00:00,240.0,2024-01-31 19:01:00,2024-01-31 23:00:00,,4.0,13.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S14,212,2024-01-31 23:24:00,2024-02-01 02:55:00,2024-01-31 23:29:00,2024-02-01 03:00:00,240.0,2024-01-31 23:01:00,2024-02-01 03:00:00,,4.0,14.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S15,212,2024-02-01 03:24:00,2024-02-01 06:55:00,2024-02-01 03:29:00,2024-02-01 07:00:00,240.0,2024-02-01 03:01:00,2024-02-01 07:00:00,,4.0,15.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S16,212,2024-02-01 07:24:00,2024-02-01 10:55:00,2024-02-01 07:29:00,2024-02-01 11:00:00,240.0,2024-02-01 07:01:00,2024-02-01 11:00:00,,4.0,16.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S17,212,2024-02-01 11:24:00,2024-02-01 14:55:00,2024-02-01 11:29:00,2024-02-01 15:00:00,240.0,2024-02-01 11:01:00,2024-02-01 15:00:00,,4.0,17.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S18,212,2024-02-01 15:24:00,2024-02-01 18:55:00,2024-02-01 15:29:00,2024-02-01 19:00:00,240.0,2024-02-01 15:01:00,2024-02-01 19:00:00,,4.0,18.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S19,212,2024-02-01 19:24:00,2024-02-01 22:55:00,2024-02-01 19:29:00,2024-02-01 23:00:00,240.0,2024-02-01 19:01:00,2024-02-01 23:00:00,,4.0,19.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S2,212,2024-01-29 23:24:00,2024-01-30 02:55:00,2024-01-29 23:29:00,2024-01-30 03:00:00,240.0,2024-01-29 23:01:00,2024-01-30 03:00:00,,4.0,2.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S20,212,2024-02-01 23:24:00,2024-02-02 02:55:00,2024-02-01 23:29:00,2024-02-02 03:00:00,240.0,2024-02-01 23:01:00,2024-02-02 03:00:00,,4.0,20.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S21,212,2024-02-02 03:24:00,2024-02-02 06:55:00,2024-02-02 03:29:00,2024-02-02 07:00:00,240.0,2024-02-02 03:01:00,2024-02-02 07:00:00,,4.0,21.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S22,212,2024-02-02 07:24:00,2024-02-02 10:55:00,2024-02-02 07:29:00,2024-02-02 11:00:00,240.0,2024-02-02 07:01:00,2024-02-02 11:00:00,,4.0,22.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S23,212,2024-02-02 11:24:00,2024-02-02 14:55:00,2024-02-02 11:29:00,2024-02-02 15:00:00,240.0,2024-02-02 11:01:00,2024-02-02 15:00:00,,4.0,23.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S24,212,2024-02-02 15:24:00,2024-02-02 18:55:00,2024-02-02 15:29:00,2024-02-02 19:00:00,240.0,2024-02-02 15:01:00,2024-02-02 19:00:00,,4.0,24.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S25,212,2024-02-02 19:24:00,2024-02-02 22:55:00,2024-02-02 19:29:00,2024-02-02 23:00:00,240.0,2024-02-02 19:01:00,2024-02-02 23:00:00,,4.0,25.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S26,212,2024-02-02 23:24:00,2024-02-03 02:55:00,2024-02-02 23:29:00,2024-02-03 03:00:00,240.0,2024-02-02 23:01:00,2024-02-03 03:00:00,,4.0,26.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S27,212,2024-02-03 03:24:00,2024-02-03 06:55:00,2024-02-03 03:29:00,2024-02-03 07:00:00,240.0,2024-02-03 03:01:00,2024-02-03 07:00:00,,4.0,27.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S28,212,2024-02-03 07:24:00,2024-02-03 10:55:00,2024-02-03 07:29:00,2024-02-03 11:00:00,240.0,2024-02-03 07:01:00,2024-02-03 11:00:00,,4.0,28.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S29,212,2024-02-03 11:24:00,2024-02-03 14:55:00,2024-02-03 11:29:00,2024-02-03 15:00:00,240.0,2024-02-03 11:01:00,2024-02-03 15:00:00,,4.0,29.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S3,212,2024-01-30 03:24:00,2024-01-30 06:55:00,2024-01-30 03:29:00,2024-01-30 07:00:00,240.0,2024-01-30 03:01:00,2024-01-30 07:00:00,,4.0,3.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S30,212,2024-02-03 15:24:00,2024-02-03 18:55:00,2024-02-03 15:29:00,2024-02-03 19:00:00,240.0,2024-02-03 15:01:00,2024-02-03 19:00:00,,4.0,30.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S31,212,2024-02-03 19:24:00,2024-02-03 22:55:00,2024-02-03 19:29:00,2024-02-03 23:00:00,240.0,2024-02-03 19:01:00,2024-02-03 23:00:00,,4.0,31.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S32,212,2024-02-03 23:24:00,2024-02-04 02:55:00,2024-02-03 23:29:00,2024-02-04 03:00:00,240.0,2024-02-03 23:01:00,2024-02-04 03:00:00,,4.0,32.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S33,212,2024-02-04 03:24:00,2024-02-04 06:55:00,2024-02-04 03:29:00,2024-02-04 07:00:00,240.0,2024-02-04 03:01:00,2024-02-04 07:00:00,,4.0,33.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S34,212,2024-02-04 07:24:00,2024-02-04 10:55:00,2024-02-04 07:29:00,2024-02-04 11:00:00,240.0,2024-02-04 07:01:00,2024-02-04 11:00:00,,4.0,34.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,5,test,P4S5,212,2024-01-30 11:24:00,2024-01-30 14:55:00,2024-01-30 11:29:00,2024-01-30 15:00:00,240.0,2024-01-30 11:01:00,2024-01-30 15:00:00,,4.0,5.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S6,212,2024-01-30 15:24:00,2024-01-30 18:55:00,2024-01-30 15:29:00,2024-01-30 19:00:00,240.0,2024-01-30 15:01:00,2024-01-30 19:00:00,,4.0,6.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,5,test,P4S7,212,2024-01-30 19:24:00,2024-01-30 22:55:00,2024-01-30 19:29:00,2024-01-30 23:00:00,240.0,2024-01-30 19:01:00,2024-01-30 23:00:00,,4.0,7.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
