dataset,group_id,raw_rows,start,end,season_steps,phase,scheduler_step,target_id,legacy_fold0_roles,proposal_fold0_roles,legacy_fold1_roles,proposal_fold1_roles,legacy_fold2_roles,proposal_fold2_roles
rico,P1S96,240,2023-08-11 11:01:00,2023-08-11 15:00:00,,1.0,96.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,P1S98,240,2023-08-11 19:01:00,2023-08-11 23:00:00,,1.0,98.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,P1S99,240,2023-08-11 23:01:00,2023-08-12 03:00:00,,1.0,99.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration
rico,P1S101,240,2023-08-12 07:01:00,2023-08-12 11:00:00,,1.0,101.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P3S0,240,2024-01-22 13:30:00,2024-01-22 17:29:00,,3.0,0.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P3S1,240,2024-01-23 05:30:00,2024-01-23 09:29:00,,3.0,1.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P3S2,240,2024-01-23 21:30:00,2024-01-24 01:29:00,,3.0,2.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P3S3,240,2024-01-24 13:30:00,2024-01-24 17:29:00,,3.0,3.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P3S4,240,2024-01-25 05:30:00,2024-01-25 09:29:00,,3.0,4.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P3S5,240,2024-01-25 21:30:00,2024-01-26 01:29:00,,3.0,5.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S0,240,2024-01-29 15:01:00,2024-01-29 19:00:00,,4.0,0.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S1,240,2024-01-29 19:01:00,2024-01-29 23:00:00,,4.0,1.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S2,240,2024-01-29 23:01:00,2024-01-30 03:00:00,,4.0,2.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S3,240,2024-01-30 03:01:00,2024-01-30 07:00:00,,4.0,3.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S5,240,2024-01-30 11:01:00,2024-01-30 15:00:00,,4.0,5.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S6,240,2024-01-30 15:01:00,2024-01-30 19:00:00,,4.0,6.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S7,240,2024-01-30 19:01:00,2024-01-30 23:00:00,,4.0,7.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S8,240,2024-01-30 23:01:00,2024-01-31 03:00:00,,4.0,8.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S9,240,2024-01-31 03:01:00,2024-01-31 07:00:00,,4.0,9.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S10,240,2024-01-31 07:01:00,2024-01-31 11:00:00,,4.0,10.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S11,240,2024-01-31 11:01:00,2024-01-31 15:00:00,,4.0,11.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S12,240,2024-01-31 15:01:00,2024-01-31 19:00:00,,4.0,12.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S13,240,2024-01-31 19:01:00,2024-01-31 23:00:00,,4.0,13.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S14,240,2024-01-31 23:01:00,2024-02-01 03:00:00,,4.0,14.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S15,240,2024-02-01 03:01:00,2024-02-01 07:00:00,,4.0,15.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S16,240,2024-02-01 07:01:00,2024-02-01 11:00:00,,4.0,16.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S17,240,2024-02-01 11:01:00,2024-02-01 15:00:00,,4.0,17.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S18,240,2024-02-01 15:01:00,2024-02-01 19:00:00,,4.0,18.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S19,240,2024-02-01 19:01:00,2024-02-01 23:00:00,,4.0,19.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S20,240,2024-02-01 23:01:00,2024-02-02 03:00:00,,4.0,20.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S21,240,2024-02-02 03:01:00,2024-02-02 07:00:00,,4.0,21.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S22,240,2024-02-02 07:01:00,2024-02-02 11:00:00,,4.0,22.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S23,240,2024-02-02 11:01:00,2024-02-02 15:00:00,,4.0,23.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S24,240,2024-02-02 15:01:00,2024-02-02 19:00:00,,4.0,24.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S25,240,2024-02-02 19:01:00,2024-02-02 23:00:00,,4.0,25.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B2|final_fit|inner0_selection|inner1_calibration,final_calibration,B2|final_fit|inner0_selection|inner1_calibration,outer_test
rico,P4S26,240,2024-02-02 23:01:00,2024-02-03 03:00:00,,4.0,26.0,B.RTD3,B2|final_fit|inner0_selection|inner1_calibration,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S27,240,2024-02-03 03:01:00,2024-02-03 07:00:00,,4.0,27.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S28,240,2024-02-03 07:01:00,2024-02-03 11:00:00,,4.0,28.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S29,240,2024-02-03 11:01:00,2024-02-03 15:00:00,,4.0,29.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S30,240,2024-02-03 15:01:00,2024-02-03 19:00:00,,4.0,30.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S31,240,2024-02-03 19:01:00,2024-02-03 23:00:00,,4.0,31.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S32,240,2024-02-03 23:01:00,2024-02-04 03:00:00,,4.0,32.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S33,240,2024-02-04 03:01:00,2024-02-04 07:00:00,,4.0,33.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S34,240,2024-02-04 07:01:00,2024-02-04 11:00:00,,4.0,34.0,B.RTD3,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test
rico,P4S35,240,2024-02-04 11:01:00,2024-02-04 15:00:00,,4.0,35.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S36,240,2024-02-04 15:01:00,2024-02-04 19:00:00,,4.0,36.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S37,240,2024-02-04 19:01:00,2024-02-04 23:00:00,,4.0,37.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S38,240,2024-02-04 23:01:00,2024-02-05 03:00:00,,4.0,38.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S39,240,2024-02-05 03:01:00,2024-02-05 07:00:00,,4.0,39.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S40,240,2024-02-05 07:01:00,2024-02-05 11:00:00,,4.0,40.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S41,240,2024-02-05 11:01:00,2024-02-05 15:00:00,,4.0,41.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S42,240,2024-02-05 15:01:00,2024-02-05 19:00:00,,4.0,42.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S43,240,2024-02-05 19:01:00,2024-02-05 23:00:00,,4.0,43.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S44,240,2024-02-05 23:01:00,2024-02-06 03:00:00,,4.0,44.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S45,240,2024-02-06 03:01:00,2024-02-06 07:00:00,,4.0,45.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S46,240,2024-02-06 07:01:00,2024-02-06 11:00:00,,4.0,46.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S47,240,2024-02-06 11:01:00,2024-02-06 15:00:00,,4.0,47.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S48,240,2024-02-06 15:01:00,2024-02-06 19:00:00,,4.0,48.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S49,240,2024-02-06 19:01:00,2024-02-06 23:00:00,,4.0,49.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S50,240,2024-02-06 23:01:00,2024-02-07 03:00:00,,4.0,50.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S51,240,2024-02-07 03:01:00,2024-02-07 07:00:00,,4.0,51.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S52,240,2024-02-07 07:01:00,2024-02-07 11:00:00,,4.0,52.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S53,240,2024-02-07 11:01:00,2024-02-07 15:00:00,,4.0,53.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S54,240,2024-02-07 15:01:00,2024-02-07 19:00:00,,4.0,54.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S55,240,2024-02-07 19:01:00,2024-02-07 23:00:00,,4.0,55.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S56,240,2024-02-07 23:01:00,2024-02-08 03:00:00,,4.0,56.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S57,240,2024-02-08 03:01:00,2024-02-08 07:00:00,,4.0,57.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P4S58,240,2024-02-08 07:01:00,2024-02-08 11:00:00,,4.0,58.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P5S0,240,2024-05-08 07:01:00,2024-05-08 11:00:00,,5.0,0.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P5S1,240,2024-05-08 11:01:00,2024-05-08 15:00:00,,5.0,1.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P5S2,240,2024-05-08 15:01:00,2024-05-08 19:00:00,,5.0,2.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P5S3,240,2024-05-08 19:01:00,2024-05-08 23:00:00,,5.0,3.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P5S4,240,2024-05-08 23:01:00,2024-05-09 03:00:00,,5.0,4.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P5S5,240,2024-05-09 03:01:00,2024-05-09 07:00:00,,5.0,5.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,B3|final_fit|inner1_selection,outer_test,B3|final_fit|inner1_selection,
rico,P5S6,240,2024-05-09 07:01:00,2024-05-09 11:00:00,,5.0,6.0,B.RTD3,B3|final_fit|inner1_selection,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S7,240,2024-05-09 11:01:00,2024-05-09 15:00:00,,5.0,7.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S8,240,2024-05-09 15:01:00,2024-05-09 19:00:00,,5.0,8.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S9,240,2024-05-09 19:01:00,2024-05-09 23:00:00,,5.0,9.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S10,240,2024-05-09 23:01:00,2024-05-10 03:00:00,,5.0,10.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S11,240,2024-05-10 03:01:00,2024-05-10 07:00:00,,5.0,11.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S12,240,2024-05-10 07:01:00,2024-05-10 11:00:00,,5.0,12.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S13,240,2024-05-10 11:01:00,2024-05-10 15:00:00,,5.0,13.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S14,240,2024-05-10 15:01:00,2024-05-10 19:00:00,,5.0,14.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S15,240,2024-05-10 19:01:00,2024-05-10 23:00:00,,5.0,15.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S16,240,2024-05-10 23:01:00,2024-05-11 03:00:00,,5.0,16.0,B.RTD3,final_calibration,final_calibration,final_calibration,outer_test,final_calibration,
rico,P5S17,240,2024-05-11 03:01:00,2024-05-11 07:00:00,,5.0,17.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S18,240,2024-05-11 07:01:00,2024-05-11 11:00:00,,5.0,18.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S19,240,2024-05-11 11:01:00,2024-05-11 15:00:00,,5.0,19.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S20,240,2024-05-11 15:01:00,2024-05-11 19:00:00,,5.0,20.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S21,240,2024-05-11 19:01:00,2024-05-11 23:00:00,,5.0,21.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S22,240,2024-05-11 23:01:00,2024-05-12 03:00:00,,5.0,22.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S23,240,2024-05-12 03:01:00,2024-05-12 07:00:00,,5.0,23.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S24,240,2024-05-12 07:01:00,2024-05-12 11:00:00,,5.0,24.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S25,240,2024-05-12 11:01:00,2024-05-12 15:00:00,,5.0,25.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S26,240,2024-05-12 15:01:00,2024-05-12 19:00:00,,5.0,26.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S27,240,2024-05-12 19:01:00,2024-05-12 23:00:00,,5.0,27.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S28,240,2024-05-12 23:01:00,2024-05-13 03:00:00,,5.0,28.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S29,240,2024-05-13 03:01:00,2024-05-13 07:00:00,,5.0,29.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S30,240,2024-05-13 07:01:00,2024-05-13 11:00:00,,5.0,30.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S31,240,2024-05-13 11:01:00,2024-05-13 15:00:00,,5.0,31.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S32,240,2024-05-13 15:01:00,2024-05-13 19:00:00,,5.0,32.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S33,240,2024-05-13 19:01:00,2024-05-13 23:00:00,,5.0,33.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S34,240,2024-05-13 23:01:00,2024-05-14 03:00:00,,5.0,34.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S35,240,2024-05-14 03:01:00,2024-05-14 07:00:00,,5.0,35.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S36,240,2024-05-14 07:01:00,2024-05-14 11:00:00,,5.0,36.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S37,240,2024-05-14 11:01:00,2024-05-14 15:00:00,,5.0,37.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S38,240,2024-05-14 15:01:00,2024-05-14 19:00:00,,5.0,38.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S39,240,2024-05-14 19:01:00,2024-05-14 23:00:00,,5.0,39.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S40,240,2024-05-14 23:01:00,2024-05-15 03:00:00,,5.0,40.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S41,240,2024-05-15 03:01:00,2024-05-15 07:00:00,,5.0,41.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S42,240,2024-05-15 07:01:00,2024-05-15 11:00:00,,5.0,42.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S43,240,2024-05-15 11:01:00,2024-05-15 15:00:00,,5.0,43.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S44,240,2024-05-15 15:01:00,2024-05-15 19:00:00,,5.0,44.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S45,240,2024-05-15 19:01:00,2024-05-15 23:00:00,,5.0,45.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S46,240,2024-05-15 23:01:00,2024-05-16 03:00:00,,5.0,46.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S47,240,2024-05-16 03:01:00,2024-05-16 07:00:00,,5.0,47.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S48,240,2024-05-16 07:01:00,2024-05-16 11:00:00,,5.0,48.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S49,240,2024-05-16 11:01:00,2024-05-16 15:00:00,,5.0,49.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S50,240,2024-05-16 15:01:00,2024-05-16 19:00:00,,5.0,50.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S51,240,2024-05-16 19:01:00,2024-05-16 23:00:00,,5.0,51.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S52,240,2024-05-16 23:01:00,2024-05-17 03:00:00,,5.0,52.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S53,240,2024-05-17 03:01:00,2024-05-17 07:00:00,,5.0,53.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S54,240,2024-05-17 07:01:00,2024-05-17 11:00:00,,5.0,54.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S55,240,2024-05-17 11:01:00,2024-05-17 15:00:00,,5.0,55.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S56,240,2024-05-17 15:01:00,2024-05-17 19:00:00,,5.0,56.0,B.RTD3,final_calibration,outer_test,final_calibration,,final_calibration,
rico,P5S57,240,2024-05-17 19:01:00,2024-05-17 23:00:00,,5.0,57.0,B.RTD3,final_calibration,outer_test,final_calibration,,outer_test,
rico,P5S58,240,2024-05-17 23:01:00,2024-05-18 03:00:00,,5.0,58.0,B.RTD3,final_calibration,outer_test,outer_test,,,
